player_clean,wiki_total_views,importance_proxy
lavor postell,,506.4
lavoy allen,,8444.800000000001
lawrence boston,,138.1
lawrence funderburke,203209.0,5058.7
lawrence moten,,1933.1
lawrence roberts,,1239.5
lawson lovering,,51.1
lazar hayward,,663.0
lazaro borrell,,184.3
leaky black,,758.1
leandro barbosa,,20730.0
leandro bolmaro,409026.0,357.3
leary lentz,,4983.9
lebron james,92630823.0,63088.4
ledell eackles,32333.0,9367.9
lee davis,,8271.8
lee johnson,,203.2
lee knorek,,140.29999999999998
lee mayberry,,10838.5
lee nailon,,6971.3
lee robbins,,47.2
lee shaffer,38839.0,5692.200000000001
lee winfield,12794.0,7798.9
leland mitchell,,1169.6
len chappell,68889.0,17780.5
len elmore,,13067.2
len kosmalski,,582.7
lennie rosenbluth,138119.0,659.3
lenny wilkens,,39240.0
leo barnhorst,,9771.4
leo gottlieb,,85.8
leo katkaveck,,108.9
leo klier,,115.6
leo kubiak,8783.0,62.5
leo mogus,,375.5
leo rautins,,239.8
leon benbow,,1954.5
leon blevins,,2.0
leon brown,,4.9
leon douglas,,10579.7
leon powe,,3929.8
leon smith,,119.2
leon wood,,7044.4
leonard gray,,8016.4
leonard miller,,1648.0
leonard taylor,4630.0,46.8
leron ellis,89864.0,949.0
leroy chollet,,63.2
leroy combs,,494.5
leroy ellis,,31298.2
leroy wright,,453.2
les hunter,,13987.6
les jepsen,,243.8
les pugh,,116.6
les selvage,,2533.3
lester conner,,16781.6
lester hudson,,1157.4
lester quiñones,,844.9
levern tart,,15830.9
levi fontaine,,244.7
lew hitch,,11847.1
lewis brown,6336.0,6.9
lewis lloyd,,9964.4
liam mcneeley,,400.0
liam robbins,,69.8
linas kleiza,414398.0,8606.9
lindell wigginton,,323.0
lindsay hairston,,699.1
lindsey hunter,,24232.2
lindy waters iii,,3370.4
linton johnson,,2960.5
linton townes,,626.4
lionel billingy,5048.0,1067.0
lionel chalmers,101981.0,468.4
lionel hollins,,20407.6
lionel malamed,,91.3
lionel simmons,,13949.5
litterial green,,1338.4
lj cryer,,310.1
lloyd batts,,1374.5
lloyd daniels,,4718.6
lloyd neal,,11475.5
lloyd walton,,5734.0
logan vander velden,,45.8
london perrantes,,79.8
lonnie eggleston,,2.0
lonnie kluttz,,10.9
lonnie lynn,559635.0,1662.2
lonnie shelton,,19248.3
lonnie walker iv,,7370.9
lonnie wright,,10517.0
lonny baxter,166745.0,3318.5
lonzo ball,15816093.0,10034.0
loren meyer,,2942.4
loren woods,,2645.9
lorenzen wright,,19519.5
lorenzo brown,,1287.4
lorenzo charles,,309.5
lorenzo romar,,6641.9
lorenzo williams,,6756.3
lou amundson,,7644.7
lou hudson,,30771.6
lou roe,,544.6
lou spicer,,3.8
lou tsioropoulos,,3136.1000000000004
lou williams,,31890.4
louie dampier,,33244.0
louie nelson,,5616.5
louis king,44583.0,307.3
louis orr,,13953.1
lowes moore,,2231.2
loy petersen,,599.3
loy vaught,,18320.7
loyd king,,1339.1
luc longley,,14168.9
luc mbah a moute,1410739.0,17822.8
lucas nogueira,,1903.0
lucas williamson,,230.7
lucious harris,104618.0,16534.2
lucius allen,,23333.5
luguentz dort,,12918.3
luis flores,,185.8
luis montero,,63.6
luis scola,,19796.0
luka dončić,,20455.3
luka garza,,2293.5
luka šamanić,,1006.3
luke babbitt,,6485.7
luke harangody,,1630.8
luke jackson,,15275.3
luke kennard,,16155.0
luke kornet,,7651.0
luke ridnour,,23698.0
luke schenscher,,298.1
luke travers,,214.8
luke walton,,10658.1
luke witte,,1216.9
luke zeller,,73.8
luol deng,,34222.0
luther green,,1024.5
luther head,315828.0,8694.6
luther rackley,,5374.7
luther wright,,106.7
lynn greer,,473.8
lynn shackelford,,204.7
m.j. walker,,10.0
m.l. carr,,17111.7
maalik wayns,140562.0,467.7
mac mcclung,,400.9
mac otten,,118.6
maceo baston,,938.4
maciej lampe,,1144.9
mack calvin,,23930.5
mack daughtry,,47.1
magic johnson,,34386.9
mahmoud abdul-rauf,,16243.7
major jones,,5441.8
makhtar n'diaye,32720.0,30.9
mal graham,,959.8
mal mcmullen,4240.0,108.6
mal pradd,,528.7
malachi flynn,,4240.9
malachi richardson,,1043.9
malachi smith,,374.8
malaki branham,,4059.2
malcolm brogdon,,13988.5
malcolm cazalon,,4.0
malcolm delaney,,2388.9
malcolm hill,,477.2
malcolm lee,,570.4
malcolm mackey,,91.0
malcolm miller,42757.0,408.7
malcolm thomas,,508.7
malevy leons,,328.29999999999995
malik allen,141338.0,9469.2
malik beasley,2230817.0,17781.6
malik fitts,,170.2
malik hairston,,534.8
malik monk,,13911.2
malik newman,,14.0
malik rose,,16303.3
malik sealy,,12232.4
malik williams,,113.5
mamadi diakite,,614.9
mamadou n'diaye,49444.0,1322.9
mangok mathiang,,24.1
manny harris,,1686.5
manny leaks,,19446.2
manu ginóbili,,28070.0
manute bol,,12468.5
marc gasol,,32256.3
marc iavaroni,,11392.5
marc jackson,,9596.7
marcelo huertas,,1180.9
marcin gortat,,23690.9
marco belinelli,,22473.2
marcus bagley,133221.0,263.1
marcus banks,,8316.6
marcus brown,,256.2
marcus camby,,33583.9
marcus cousin,,22.0
marcus derrickson,,78.2
marcus fizer,,6321.1
marcus garrett,,222.9
marcus georges-hunt,,319.1
marcus haislip,87951.0,943.0
marcus landry,,257.70000000000005
marcus liberty,,5160.4
marcus morris,,27443.2
marcus paige,,33.0
marcus sasser,304379.0,2788.6
marcus smart,,21950.6
marcus thornton,,17419.1
marcus vinicius,,198.2
marcus webb,,60.1
marcus williams,,3395.6
mardy collins,,3894.5
marial shayok,,31.8
mario bennett,,676.2
mario chalmers,,19368.2
mario elie,,20126.3
mario hezonja,,6439.0
mario kasun,,642.2
mario west,,959.3
marjon beauchamp,,2001.6
mark acres,,6651.700000000001
mark aguirre,,31428.1
mark alarie,,5832.8
mark baker,,2.9
mark blount,,18409.5
mark bradtke,,287.0
mark bryant,21675.0,14413.9
mark crow,,169.2
mark davis,,4496.4
mark eaton,,26100.4
mark hendrickson,,1709.5
mark jackson,,46369.5
mark jones,,147.8
mark landsberger,,9343.7
mark macon,,5804.1
mark madsen,,5793.3
mark mcnamara,,3304.1
mark minor,,24.0
mark olberding,,26833.4
mark pope,,1787.3000000000002
mark price,,22384.3
mark radford,,905.3
mark randall,,1791.4
mark sears,,33.0
mark sibley,,151.6
mark strickland,,4478.0
mark wade,,137.5
mark west,,24484.6
mark williams,,4108.6
mark workman,,2352.4
markel brown,,1907.6
markelle fultz,,6428.400000000001
markieff morris,,24119.4
marko gudurić,493812.0,527.9
marko jarić,,11708.7
marko milič,,260.2
marko simonovic,,70.8
markquis nowell,,5.1
markus howard,,448.7000000000001
marlon garnett,,228.8
marlon maxey,,1246.3000000000002
marlon redmond,,1946.4
marques bolden,,303.6
marques bragg,,421.8
marques johnson,,24496.4
marquese chriss,,6177.1
marquis daniels,,12274.6
marquis teague,1076336.0,1479.8
marreese speights,,12751.8
marshall hawkins,,38.9
marshall plumlee,,251.3
marshall rogers,64710.0,201.5
marshon brooks,,4011.0
martell webster,568192.0,14523.1
martin lewis,29967.0,263.90000000000003
martin müürsepp,,1426.7
martin nessley,,758.8
marty byrnes,,5864.1
marty conlon,,7313.200000000001
marty passaglia,,52.900000000000006
martynas andriuškevičius,,15.0
marv roberts,,11464.6
marv schatzman,,33.1
marv winkler,,191.6
marvin bagley iii,,11899.1
marvin barnes,,11331.1
marvin webster,,14017.1
marvin williams,,32498.0
mason jones,,875.7
mason plumlee,,24495.5
matas buzelis,,3920.8
mateen cleaves,696048.0,2027.5
matisse thybulle,2138711.0,9421.0
matt aitch,,682.5
matt barnes,,25490.7
matt bonner,,14196.5
matt bullard,,9519.7
matt carroll,,8816.0
matt costello,,36.1
matt fish,,729.1
matt freije,,628.9000000000001
matt geiger,,12802.1
matt guokas,,22506.2
matt harpring,,18297.3
matt maloney,144089.0,7775.9
matt mazza,,26.0
matt mooney,,26.0
matt othick,,43.0
matt ryan,737920.0,1199.6
matt steigenga,,14.0
matt thomas,,1724.0
matt walsh,,5.0
matt wenstrom,,48.1
matt williams,,14.0
matt zunic,,58.0
matthew dellavedova,,10632.3
matthew hurt,,121.0
maurice ager,,775.3
maurice baker,,48.0
maurice carter,,239.6
maurice cheeks,,38701.2
maurice evans,,14928.4
maurice harkless,,16968.7
maurice king,,1011.0
maurice lucas,,36117.2
maurice martin,,490.4
maurice mchartley,,8783.2
maurice ndour,,363.3
maurice stokes,,7762.0
maurice taylor,,15263.3
max christie,,8303.6
max morris,,66.1
max shulga,81865.0,46.9
max strus,,8512.3
max zaslofsky,,9298.0
maxi kleber,,10795.1
maxime raynaud,,2041.4
maxwell lewis,,846.4
mccoy ingram,,290.3
mccoy mclemore,,17126.0
mckinley singleton,,12.0
mckinley wright iv,,386.4
med park,,7142.5
mehmet okur,,19132.2
mel bennett,,3927.9
mel counts,,16183.0
mel daniels,,23170.3
mel davis,,3909.8
mel gibson,39927274.0,61.9
mel hirsch,,12.8
mel hutchins,,17038.9
mel mccants,15702.0,77.9
mel mcgaha,,52.5
mel nowell,24725.0,2261.5
mel payton,,2008.5
mel peterson,11153.0,2490.1
mel riebe,,195.4
mel thurston,,13.9
melvin booker,,1043.3
melvin ely,,6719.099999999999
melvin frazier,,321.2
melvin newbern,,344.0
melvin sanders,,129.1
melvin turpin,404195.0,7247.0
mengke bateer,,539.2
merv jackson,,7159.599999999999
metta world peace,,36487.5
meyers leonard,,7744.9
mfiondu kabengele,,754.3
micah peavy,,973.7
micah potter,,1996.9
michael adams,,21165.8
michael anderson,,766.1
michael ansley,,2353.9
michael beasley,,14528.4
michael bradley,,2441.0
michael brooks,,9712.1
michael bytzura,,58.6
michael cage,284520.0,30943.9
michael carter-williams,,12962.8
michael cooper,,24579.4
michael curry,,14718.8
michael dickerson,,7712.8
michael doleac,,10487.8
michael finley,,42847.6
michael foster jr.,,2.0
michael frazier,,157.5
michael gbinije,,40.8
michael hawkins,,715.8
michael holton,,6704.5
michael jackson,,976.1
michael jordan,,42413.0
michael kidd-gilchrist,2160278.0,11750.9
michael mcdonald,,4.9
michael olowokandi,,14589.5
michael phelps,,1503.6
michael porter jr.,,12160.2
michael ray richardson,,21344.5
michael redd,,20810.2
michael ruffin,,6384.7
michael smith,,13602.9
michael stewart,23097.0,3764.3
michael wiley,,1381.5
michael wilson,,708.8
michael young,47325.0,522.4
micheal williams,,11213.8
mickaël gelabale,123271.0,2496.0
mickaël piétrus,,13695.5
mickell gladness,,556.1
mickey davis,33493.0,4156.3
mickey dillard,,253.5
mickey johnson,,28121.3
mickey rottner,,103.7
mikal bridges,3503357.0,24966.1
mike bantom,,26211.0
mike barr,,6655.4
mike barrett,,5494.5
mike batiste,35373.0,1323.3
mike bibby,,39053.0
mike bloom,,191.1
mike bratz,,11210.6
mike brittain,,285.7
mike brown,,11598.5
mike butler,,4806.099999999999
mike champion,,5.8
mike conley,,41065.3
mike d'antoni,,2838.6
mike dabich,,118.4
mike davis,26778.0,5134.0
mike dunleavy,,40983.5
mike evans,,10748.9
mike farmer,,10607.2
mike flynn,,3590.1
mike gale,,25307.7
mike gibson,,454.1
mike glenn,,10241.0
mike gminski,,30731.5
mike green,,13284.1
mike grosso,,359.9
mike hall,,15.0
mike harper,3937.0,2019.3
mike harris,,659.9
mike higgins,,190.1
mike iuzzolino,,3174.8
mike jackson,,7738.2
mike james,,23387.3
mike kearns,4377.0,30.9
mike lewis,,12176.2
mike lynn,,476.7
mike macaluso,,141.9
mike maloy,,932.9
mike mccarron,,80.2
mike mcgee,,10860.2
mike miller,27682.0,31180.3
mike mitchell,14011.0,28504.4
mike morrison,,188.4
mike muscala,,11846.5
mike newlin,,25469.0
mike niles,,274.2
mike novak,,211.8
mike o'koren,,9234.8
mike o'neill,971.0,53.9
mike penberthy,,920.8
mike peplowski,,797.6
mike pratt,,2248.1000000000004
mike price,,1190.5
mike ratliff,13860.0,744.8
mike riordan,,18001.0
mike sanders,,14665.4
mike scott,,11229.9
mike silliman,,402.3
mike smith,,196.8
mike smrek,,2192.7
mike sojourner,,4482.4
mike sweetney,,3850.0
mike taylor,,821.0
mike tobey,,27.0
mike todorovich,,204.3
mike wilks,2224.0,3807.8
mike williams,,245.7
mike woodson,,23458.0
mikki moore,144519.0,12595.6
mile ilić,,10.7
miles bridges,,15994.1
miles kelly,,147.9
miles mcbride,,5422.4
miles norris,58331.0,38.0
miles plumlee,1338527.0,7813.7
miles simon,,23.8
milo komenich,,65.4
miloš babić,44569.0,107.8
miloš teodosić,,1345.3
milt palacio,,9751.1
milt schoon,8533.0,107.3
milt wagner,,549.2
milt williams,,812.6
milton doyle,,134.8
mindaugas kuzminskas,,1088.2
miroslav raduljica,,541.8
mirsad türkcan,,213.7
mirza teletović,,6099.6
mitch creek,,106.6
mitch kupchak,,10445.1
mitch mcgary,,610.1999999999999
mitch richmond,,35393.6
mitchell butler,,5827.6
mitchell robinson,,9745.1
mitchell wiggins,,8511.0
miye oni,,752.8
mo bamba,,7860.700000000001
mo howard,,755.6
mo layton,,4765.0
mo mahoney,,53.0
mo williams,,28637.6
moe barr,,176.1
moe becker,,81.2
moe radovich,,37.1
mohamed diawara,,703.9
monk meineke,,7139.9
monta ellis,,32080.1
monte morris,,10839.6
monte towe,,1099.7
monti davis,,23.8
montrezl harrell,,12836.9
monty williams,,8306.6
moochie norris,,9876.5
mookie blaylock,,32026.2
moritz wagner,,7666.4
morlon wiley,,6760.4
morris almond,,398.6
morris peterson,412835.0,20120.4
moses brown,,2928.9
moses malone,5769579.0,53722.5
moses moody,,6097.2
moses wright,,36.1
mouhamadou gueye,,177.4
mouhamed gueye,,1905.5
mouhamed sene,,342.4
moussa cisse,,569.2
moussa diabaté,,3589.2000000000003
muggsy bogues,,28023.1
murray mitchell,,2.0
murray wier,,57.6
mustafa shakur,,194.3
mychal mulder,,1549.0000000000002
mychal thompson,,30747.0
mychel thompson,,99.7
myke henry,,398.2
myles patrick,,12.0
myles powell,358502.0,62.8
myles turner,,21144.1
myron brown,,27.0
myron gardner,,457.7
myron jackson,,30.0
mãozinha pereira,,129.3
n'faly dante,,74.4
nae'qwan tomlin,,1138.2
naji marshall,,8976.4
nando de colo,,2078.1
nassir little,,3976.3
nat clifton,,14928.0
nat frankel,,5.8
nat hickey,,1.9
nat militzok,,117.4
nate barnett,,84.9
nate blackwell,,121.8
nate bowman,,2650.1
nate darling,,33.0
nate delong,,149.8
nate driggers,,146.6
nate hawthorne,,2154.0
nate hinton,,208.3
nate huffman,,83.0
nate johnston,,216.0
nate mcmillan,,21335.3
nate robinson,,17412.300000000003
nate thurmond,1449147.0,38403.0
nate williams,,19151.5
nate wolters,,1927.4
nathan jawai,,475.9
nathan knight,165358.0,947.0
nathan mensah,,331.6
naz mitrou-long,,151.9
naz reid,1499940.0,10994.2
nazr mohammed,725648.0,24702.6
ndudi ebi,,105.1
neal walk,,15626.7
ned endress,3520.0,15.9
neemias queta,,3474.1
negele knight,,7052.9
neil johnson,10480.0,6809.6
neil johnston,,18906.0
nelson bobb,,2711.1
nemanja bjelica,,10279.0
nemanja nedović,589543.0,165.3
nenad krstić,,12631.7
nenê,,27446.6
nerlens noel,,12098.7
nic claxton,,10363.1
nick anderson,,25802.0
nick calathes,,2143.3
nick collison,,19560.6
nick fazekas,292748.0,592.0
nick johnson,,289.6
nick jones,,2648.8
nick mantis,,1531.7
nick richards,,7745.2
nick shaback,,53.3
nick smith jr.,,2610.8
nick van exel,,32497.3
nick vanos,,909.2
nick weatherspoon,,11869.4
nick young,461859.0,18949.7
nickeil alexander-walker,1745746.0,13499.4
nico mannion,,394.0
nicolas batum,,36832.6
nicolás brussino,189199.0,589.7
nicolás laprovíttola,,192.1
nicolò melli,,2326.7
nigel hayes-davis,,221.6
nigel williams-goss,,60.0
nik stauskas,,8741.8
nikita wilson,,68.8
nikola jokić,,26949.1
nikola jović,,3223.4
nikola mirotić,2385110.0,10915.0
nikola peković,,7036.1
nikola topić,,169.7
nikola vučević,2860547.0,37791.4
nikoloz tskitishvili,340399.0,2484.3
nique clifford,,1955.0
noa essengue,,7.9
noah clowney,183562.0,3328.5
noah penda,,817.2
noah vonleh,,7569.599999999999
noble jorgensen,,3021.1
noel felix,,93.5
nolan smith,,911.3
nolan traoré,,1295.9
norchad omier,138675.0,30.2
norm baker,,4.0
norm cook,,174.8
norm grekin,,2.0
norm mager,,24.0
norm nixon,,28075.7
norm richardson,,155.9
norm stewart,,41.9
norm swanson,,673.6
norm van lier,,29472.8
norman black,261558.0,30.8
norman powell,,21161.9
normie glick,,1.1
norris cole,,10283.8
norris coleman,,459.0
norton barnhill,,14.0
norvel pelle,,472.5
o.j. mayo,,17492.7
obi toppin,,7070.9
obinna ekezie,,1973.8
ochai agbaji,,8582.5
odie spears,,8740.1
odis allison,10670.0,201.4
og anunoby,,19440.5
ognjen kuzmić,467777.0,201.1
okaro white,,601.7
olden polynice,,30639.4
oleksiy pecherov,,1154.8
oliver lafayette,151257.0,23.0
oliver miller,,13074.3
oliver robinson,40716.0,182.0
olivier sarr,,723.5
olivier-maxence prosper,,2053.2
ollie darden,,7957.5
ollie johnson,,17019.0
ollie mack,4162.0,5124.8
ollie taylor,,6971.3
olumide oyedeji,,680.7
omar cook,254179.0,234.9
omari johnson,,79.1
omari spellman,,1788.6999999999998
omer yurtseven,,1563.1999999999998
omri casspi,,13249.2
onuralp bitim,,290.5
onyeka okongwu,,9625.8
orb bowling,,100.8
orien greene,,1684.2
orlando graham,,28.9
orlando johnson,,1760.6
orlando robinson,,2457.0
orlando woolridge,,26574.0
oscar robertson,,45116.3
oscar tshiebwe,,796.5
oshae brissett,,4312.7
oso ighodaro,,3003.0
ossie schectman,,58.3
othell wilson,,2177.7
othella harrington,193321.0,16542.1
othello hunter,,148.1
othyus jeffers,,872.6999999999999
otis birdsong,,22385.6
otis howard,,254.2
otis smith,,9737.8
otis thorpe,,45650.3
otto moore,,19739.6
otto porter jr.,,16355.3
otto schnellbacher,,88.5
ousmane dieng,580750.0,3761.2
owen wells,,247.0
ozell jones,,977.4
p.j. brown,,35019.1
p.j. hairston,,3489.7
p.j. tucker,,30176.1
p.j. washington,,16414.2
pablo prigioni,,6115.700000000001
pace mannion,,2384.5
pacôme dadiet,,165.2
paolo banchero,,9606.1
pape sow,,955.1
pape sy,,24.0
paris bass,,9.0
pascal siakam,,25210.7
pat burke,,1418.4
pat connaughton,,12403.0
pat cummings,,15219.6
pat dunn,5542.0,233.9
pat durham,,994.7
pat frink,8261.0,410.5
pat garrity,,11633.3
pat mcfarland,,2127.9
pat riley,,9591.1
pat spencer,,1617.6
patricio garino,,47.6
patrick baldwin jr.,,1272.6
patrick beverley,,21831.6
patrick christopher,,32.8
patrick eddie,,16.8
patrick ewing,,41979.5
patrick mccaw,,4002.0
patrick o'bryant,,908.2
patrick patterson,,19134.9
patrick williams,,9306.9
patty mills,4094027.0,20078.3
pau gasol,,45248.8
paul arizin,,25718.8
paul cloyd,,13.7
paul davis,,783.9
paul dawkins,37813.0,832.5
paul george,,32733.5
paul gordon,,3.9
paul graham,,3539.9
paul grant,16800.0,145.5
paul griffin,,10558.6
paul hoffman,,6166.8
paul hogue,,1712.9
paul huston,,47.2
paul long,,598.8
paul mccracken,,474.4
paul mcpherson,,1301.8
paul millsap,,32118.6
paul mokeski,118204.0,12580.8
paul napolitano,,1.0
paul neumann,,13598.7
paul noel,7331.0,233.2
paul nolen,,3.0
paul pierce,,47438.8
paul pressey,,20455.1
paul reed,,4507.6
paul ruffner,,1411.8000000000002
paul scranton,,46.0
paul seymour,,15326.7
paul shirley,,138.6
paul silas,,36328.5
paul stovall,,443.2000000000001
paul thompson,,4258.0
paul walther,,7703.599999999999
paul watson,,684.0999999999999
paul westphal,,21862.2
paul zipser,,1763.6
pavel podkolzin,,33.9
payton pritchard,2419729.0,10028.0
payton sandfort,,67.1
pearl washington,,4240.2
peja stojaković,3104943.0,31213.1
pelle larsson,,2761.7
penny early,,1.0
pep saul,,8161.7
pepe sánchez,23282.0,404.9
pero antić,,2077.2
perry jones,383716.0,1819.0
perry moss,,2931.0
perry warbington,,74.5
perry young,,161.6
pervis ellison,,12093.4
pete brennan,,151.9
pete chilcutt,,11088.6
pete cross,14467.0,4147.0
pete darcey,,101.8
pete lalich,,1.0
pete maravich,,26036.5
pete myers,192950.0,8690.6
pete nance,,1121.9
pete smith,,36.8
pete verhoeven,,3506.6
pete williams,,642.5
peter aluma,,7.0
peter john ramos,,26.0
peter thibeaux,,1084.1999999999998
petey rosenberg,,50.6
petr cornelie,,50.9
peyton siva,,247.6
peyton watson,,5161.2
phil bond,,28.0
phil chenier,,20637.6
phil farbman,,98.8
phil ford,,15701.5
phil hankinson,,218.7
phil hicks,,747.1
phil hubbard,,18482.8
phil jackson,,15039.3
phil jordon,,14344.9
phil lumpkin,,1244.4
phil martin,1002.0,53.9
phil pressey,,2469.2
phil rollins,,4533.8
phil sellers,,372.7
phil smith,,21993.4
phil wagner,,191.9
phil walker,,423.3
phil zevenbergen,,66.0
phillip wheeler,,48.5
pickles kennedy,,58.9
pierre jackson,517652.0,91.9
pierre russell,,1126.5
pj dozier,,2139.3
pj hall,,552.4
plummer lott,,703.6999999999999
pooh richardson,197736.0,20075.2
pop goodwin,,79.3
popeye jones,,13134.0
pops mensah-bonsu,,1014.8
porter meriwether,,299.2
precious achiuwa,,10249.9
predrag drobnjak,,5824.4
predrag savović,,282.6
press maravich,,50.3
price brookfield,,61.2
priest lauderdale,,597.4
primož brezec,,7183.5
purvis short,,25454.3
pétur guðmundsson,,2211.4
quentin grimes,,11655.8
quentin richardson,1185065.0,21609.2
quenton jackson,,1515.7
quincy acy,726681.0,7246.2
quincy douby,,2004.4
quincy lewis,,2011.2
quincy miller,,1131.2
quincy olivari,,11.9
quincy pondexter,,7765.8
quinn buckner,,16996.5
quinn cook,,3226.2
quinndary weatherspoon,,314.0
quinten post,,1958.3
quintin dailey,,12710.7
quinton ross,,9534.9
qyntel woods,,2227.9
r.b. lynam,,46.0
r.j. hampton,,5021.9
r.j. hunter,,440.4
radisav ćurčić,,186.3
raef lafrentz,,17699.0
rafael addison,,6078.4
rafael araújo,,1721.5
rafer alston,,24108.6
raiquan gray,,78.4
raja bell,,23127.7
rajon rondo,,33253.7
rakeem christmas,,255.3
ralph beard,,137.3
ralph davis,,3352.4
ralph drollinger,,72.7
ralph hamilton,,93.2
ralph jackson,,13.0
ralph johnson,,2574.2
ralph kaplowitz,,170.9
ralph lewis,,803.7
ralph o'brien,,3270.7
ralph ogden,,193.3
ralph polson,,1719.6
ralph sampson,,15783.4
ralph siewert,,41.5
ralph simpson,,22794.8
ralph wells,,50.8
ramon sessions,,22594.5
ramón rivas,,118.9
randell jackson,,299.7
randolph childress,,633.0
randolph keys,,5255.0
randolph morris,,511.3
randy allen,,858.5
randy breuer,,15165.2
randy brown,,12199.3
randy denton,,14353.7
randy foye,,21781.2
randy holcomb,40543.0,15.0
randy livingston,,2889.2
randy mahaffey,,12361.4
randy smith,11037.0,33984.7
randy stoll,,428.3
randy white,21049.0,5660.9
randy wittman,,13340.6
randy woods,,1244.9
rashad mccants,,6449.6
rashad vaughn,,2048.4
rashard lewis,,36598.6
rasheed wallace,,39962.3
rasheer fleming,,728.5
rasho nesterović,,18838.9
rastko cvetković,,61.8
rasual butler,,18867.8
ratko varda,,7.0
raul neto,449673.0,7212.299999999999
rawle alkins,,129.7
rawle marshall,,665.0
ray allen,,50815.9
ray blume,,594.6
ray corley,6813.0,201.8
ray ellefson,,5.9
ray epps,,85.1
ray felix,,16793.4
ray kuka,,55.2
ray lumpp,15286.0,4601.3
ray mccallum,,3479.9
ray owes,,649.0
ray radziszewski,4622.0,6.9
ray ragelis,,387.6
ray ramsey,,2.0
ray scott,,27075.2
ray spalding,,345.0
ray tolbert,,5188.9
ray wertis,,127.0
ray williams,60997.0,20046.4
rayan rupert,,3454.5
rayj dennis,70337.0,526.1
rayjon tucker,,416.1
raymond brown,,71.6
raymond felton,,32669.4
raymond townsend,,2179.3
raül lópez,51177.0,2249.9
red davis,,18.9
red dehnert,,10.1
red holzman,,2465.9
red kerr,,28750.6
red klotz,,10.9
red mihalik,,7.0
red morrison,,2373.2
red owens,,1435.2
red robbins,23835.0,22934.3
red rocha,,11140.8
red stroud,,40.2
red wallace,11898.0,125.8
reece beekman,,1009.4
reece gaines,,882.4000000000001
reed sheppard,,2944.3
reggie bullock,1270106.0,15455.7
reggie carter,,1593.9
reggie evans,,18821.0
reggie geary,,1032.4
reggie hanson,,34.0
reggie harding,,6606.299999999999
reggie hearn,,10.0
reggie jackson,,27638.6
reggie johnson,,9899.8
reggie jordan,,2001.6
reggie king,,11812.4
reggie lacefield,,56.1
reggie lewis,,15177.3
reggie miller,8308319.0,49248.5
reggie perry,,631.2
reggie royals,,13.0
reggie slater,,3913.3
reggie smith,,450.1
reggie theus,,37275.3
reggie williams,,23572.0
renaldo balkman,,3363.9
renaldo major,,27.8
rex chapman,,20827.0
rex morgan,,478.5
rex walters,,5871.8
rich dumas,,5.9
rich eichhorst,6627.0,11.0
rich johnson,,2334.1
rich jones,,17525.100000000002
rich kelley,,21922.2
rich king,,380.9
rich laurel,,66.9
rich manning,,792.3
rich niemann,,3422.4
rich parks,,414.5
rich peek,,811.0
rich rinaldi,,965.1
rich yonakor,,80.4
richard anderson,,7844.8
richard coffey,,371.8
richard dumas,,2333.5
richard hamilton,,30555.8
richard jefferson,,37391.2
richard morton,,13.0
richard petruška,,113.9
richard rellford,20785.0,46.0
richard washington,66436.0,10128.5
richaun holmes,,10480.8
richie frahm,,1991.8
richie guerin,,30818.5
richie moore,,229.0
richie niemiera,,185.2
richie regan,19985.0,5712.5
rick adelman,,12032.8
rick barry,,39326.7
rick brunson,,5829.1
rick calloway,42561.0,740.9
rick carlisle,,1648.5
rick darnell,,130.7
rick fisher,,156.4
rick fox,9159249.0,24709.6
rick hughes,,244.9
rick mahorn,,26952.1
rick mount,,7485.8
rick roberson,,10793.3
rick robey,,11178.1
rick weitzman,,99.7
rick wilson,,714.0999999999999
rickey brown,,5952.7
rickey green,,25214.7
rickey williams,,389.7
rickie winslow,,51.7
ricky berry,451517.0,1472.5
ricky blanton,,15.0
ricky council iv,,1645.1
ricky davis,722229.0,28547.4
ricky grace,96567.0,11.0
ricky ledo,,564.0
ricky marsh,,911.3
ricky pierce,262062.0,28293.0
ricky rubio,,21447.6
ricky sobers,,23849.2
ricky wilson,,888.4
rik smits,,24033.9
riley minix,,142.6
riney lochmann,,2375.5
rj barrett,,16902.6
rj nembhard jr.,0.0,76.9
rob dillingham,,2630.0
rob edwards,,13.0
rob kurz,,482.6
rob lock,,129.6
rob rose,,5.0
rob williams,,3521.1
robbie hummel,734103.0,1496.5
robert archibald,,659.8000000000001
robert churchwell,,23.9
robert covington,,23978.4
robert franks,20083.0,108.3
robert hahn,,10.1
robert hite,,147.7
robert horry,,29722.2
robert pack,,13869.6
robert parish,,47502.6
robert reid,,27349.4
robert sacre,,2935.0
robert smith,,4308.2
robert swift,,1597.9
robert traylor,,6695.0
robert werdann,,319.9
robert whaley,78828.0,234.8
robert williams,,6094.099999999999
robert woodard ii,,111.8
robin jones,,1208.7
robin lopez,,21983.0
rocco zikarsky,,41.2
rock lee,,12.0
rod derline,,1112.5
rod foster,,3654.1
rod freeman,,299.8
rod higgins,,18376.6
rod knowles,,51.9
rod mcdonald,,667.2
rod strickland,,39765.6
rod thorn,,12673.5
rodions kurucs,,2381.6000000000004
rodney buford,,4412.9
rodney carney,,5268.8
rodney hood,,16848.8
rodney mccray,,25719.1
rodney mcgruder,,6484.1
rodney monroe,,350.5
rodney purvis,177616.0,305.2
rodney rogers,,26176.2
